PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,ExpYield,GrowthRate,CatchRate,LearnableSkills
585,사철록,,Normal,Grass,60,60,50,40,50,75,67,MediumFast,190,1:몸통박치기|1:보호색|4:울음소리|7:모래뿌리기|10:두번치기|13:씨뿌리기|16:기관총|20:돌진|24:사념의박치기|28:에너지볼|32:애교부리기|37:이판사판태클|42:솔라빔
586,바라철록,,Normal,Grass,80,100,70,60,70,95,166,MediumFast,75,0:우드호른|1:모래뿌리기|1:몸통박치기|1:울음소리|1:보호색|1:메가폰|10:두번치기|13:씨뿌리기|16:기관총|20:돌진|24:사념의박치기|28:에너지볼|36:애교부리기|44:이판사판태클|52:솔라빔
587,에몽가,,Electric,Flying,55,75,60,75,60,103,150,MediumFast,200,1:꼬리흔들기|1:볼부비부비|5:그림자분신|10:전광석화|15:전기쇼크|20:충전|25:애크러뱃|30:스파크|35:앵콜|40:볼트체인지|45:빛의장막|50:방전|55:고속이동
588,딱정곤,,Bug,,50,75,45,40,45,60,63,MediumFast,200,1:째려보기|1:쪼기|4:연속자르기|8:버티기|12:칼등치기|16:애시드봄|20:박치기|24:바둥바둥|28:겁나는얼굴|32:시저크로스|36:칼춤|40:돌진|44:벌레의야단법석|48:이판사판태클
589,슈바르고,,Bug,Steel,70,135,105,60,105,20,173,MediumFast,75,1:돌진|1:이판사판태클|1:째려보기|1:쪼기|1:바둥바둥|1:겁나는얼굴|1:버티기|1:연속자르기|1:퍼스트가드|1:마지막일침|1:더블니들|12:칼등치기|16:애시드봄|20:박치기|24:기사회생|28:철벽|32:시저크로스|36:칼춤|40:아이언헤드|44:벌레의야단법석|48:기가임팩트|52:메탈버스트
590,깜놀버슬,,Grass,Poison,69,55,45,55,55,15,59,MediumFast,190,1:흡수|1:놀래키기|4:성장|8:저리가루|12:메가드레인|16:광합성|20:클리어스모그|24:달콤한향기|28:기가드레인|32:뿌리박기|36:맹독|40:분노가루|44:솔라빔|48:버섯포자
591,뽀록나,,Grass,Poison,114,85,70,85,80,30,162,MediumFast,75,1:흡수|1:성장|1:저리가루|1:놀래키기|1:참기|12:메가드레인|16:광합성|20:클리어스모그|24:달콤한향기|28:기가드레인|32:뿌리박기|36:맹독|42:분노가루|48:솔라빔|54:버섯포자
592,탱그릴,,Water,Ghost,55,40,50,65,85,40,67,MediumFast,190,1:물대포|1:흡수|1:물놀이|4:독침|8:나이트헤드|12:물의파동|16:비바라기|20:병상첨병|24:소금물|28:HP회복|32:섀도볼|36:바다회오리|41:하이드로펌프|44:길동무|48:해수스파우팅
593,탱탱겔,,Water,Ghost,100,60,70,85,105,60,168,MediumFast,60,1:독침|1:물대포|1:물놀이|1:쥐어짜기|1:흡수|1:나이트헤드|1:녹기|12:물의파동|16:비바라기|20:병상첨병|24:소금물|28:HP회복|32:섀도볼|36:바다회오리|43:하이드로펌프|48:길동무|54:해수스파우팅
594,맘복치,,Water,,165,75,80,40,45,65,165,Fast,75,1:막치기|1:친해지기|1:물놀이|5:아쿠아링|9:아쿠아제트|13:도우미|13:와이드가드|21:방어|25:물의파동|29:치유소원|33:물붓기|37:희망사항|41:소금물|45:신비의부적|49:바다회오리|55:하이드로펌프
595,파쪼옥,,Bug,Electric,50,47,50,57,50,65,64,MediumFast,190,1:흡수|1:연속자르기|1:거미집|4:일렉트릭네트|8:벌레먹음|12:실뿜기|16:전기자석파|20:일렉트릭볼|24:고속이동|28:기습|32:베어가르기|37:방전|40:싫은소리|44:위액|48:벌레의야단법석
596,전툴라,,Bug,Electric,70,77,60,97,60,108,165,MediumFast,75,0:끈적끈적네트|1:흡수|1:연속자르기|1:벌레먹음|1:일렉트릭네트|1:거미집|12:실뿜기|16:전기자석파|20:일렉트릭볼|24:고속이동|28:기습|32:베어가르기|39:방전|44:싫은소리|50:위액|56:벌레의야단법석
597,철시드,,Grass,Steel,44,50,91,24,86,10,61,MediumFast,255,1:몸통박치기|1:단단해지기|5:메탈크로우|10:바늘미사일|15:뿌리박기|20:러스터캐논|25:아이언헤드|30:자폭|35:철벽|41:저주|45:자이로볼|50:대폭발
598,너트령,,Grass,Steel,74,94,131,54,116,20,171,MediumFast,90,0:파워휩|1:몸통박치기|1:바늘미사일|1:단단해지기|1:메탈크로우|1:락클라임|15:뿌리박기|20:러스터캐논|25:아이언헤드|30:자폭|35:철벽|43:저주|49:자이로볼|56:대폭발
599,기어르,,Steel,,40,55,70,45,60,30,60,MediumSlow,130,1:찝기|1:전기쇼크|4:조이기|8:충전|12:차지빔|16:금속음|20:바디퍼지|24:방전|28:싫은소리|32:기어소서|36:록온|40:기어체인지|44:전자포|48:파괴광선
600,기기어르,,Steel,,60,80,95,70,85,50,154,MediumSlow,60,1:찝기|1:조이기|1:전기쇼크|1:충전|12:차지빔|16:금속음|20:바디퍼지|24:방전|28:싫은소리|32:기어소서|36:록온|42:기어체인지|48:전자포|54:파괴광선
601,기기기어르,,Steel,,60,100,115,70,85,90,260,MediumSlow,30,1:찝기|1:조이기|1:전기쇼크|1:충전|1:자기장조작|1:어시스트기어|12:차지빔|16:금속음|20:바디퍼지|24:방전|28:싫은소리|32:기어소서|36:록온|42:기어체인지|48:전자포|56:파괴광선|64:일렉트릭필드
602,저리어,,Electric,,35,55,40,45,40,60,55,Slow,190,1:몸통박치기|1:전기자석파|1:스파크|1:차지빔
603,저리릴,,Electric,,65,85,70,75,70,40,142,Slow,60,0:깨물어부수기|1:몸통박치기|1:박치기|1:전기자석파|1:스파크|1:차지빔|1:플라스마샤워|9:조이기|19:용해액|29:방전|44:10만볼트|49:애시드봄|54:똬리틀기|59:와일드볼트|64:위액|69:전자포|74:난동부리기
604,저리더프,,Electric,,85,115,80,105,80,50,258,Slow,30,1:10만볼트|1:애시드봄|1:몸통박치기|1:박치기|1:전기자석파|1:스파크|1:차지빔|1:플라스마샤워|1:조이기|1:난동부리기|1:용해액|1:전자포|1:깨물어부수기|1:브레이크크루|1:위액|1:방전|1:똬리틀기|5:와일드볼트
605,리그레,,Psychic,,55,55,55,85,55,30,67,MediumFast,255,1:울음소리|1:염동력|6:봉인|8:회복봉인|12:순간이동|18:환상빔|24:가드셰어|24:파워셰어|30:박치기|36:사념의박치기|43:HP회복|48:명상|54:원더룸|60:사이코키네시스
606,벰크,,Psychic,,75,75,75,125,95,40,170,MediumFast,90,1:울음소리|1:염동력|1:싱크로노이즈|1:순간이동|1:봉인|1:사이코필드|8:회복봉인|18:환상빔|24:가드셰어|24:파워셰어|30:박치기|36:사념의박치기|45:HP회복|52:명상|60:원더룸|68:사이코키네시스
607,불켜미,,Ghost,Fire,50,30,55,65,55,20,55,MediumSlow,190,1:스모그|1:놀래키기|4:불꽃세례|8:작아지기|12:이상한빛|16:병상첨병|20:도깨비불|24:회오리불꽃|28:나이트헤드|32:저주|36:섀도볼|40:연옥|44:봉인|48:아픔나누기|52:오버히트|56:추억의선물
608,램프라,,Ghost,Fire,60,40,60,95,60,55,130,MediumSlow,90,1:불꽃세례|1:작아지기|1:스모그|1:놀래키기|12:이상한빛|16:병상첨병|20:도깨비불|24:회오리불꽃|28:나이트헤드|32:저주|36:섀도볼|40:연옥|46:봉인|52:아픔나누기|58:오버히트|64:추억의선물
609,샹델라,,Ghost,Fire,60,55,90,145,90,80,260,MediumSlow,45,1:불꽃세례|1:회오리불꽃|1:나이트헤드|1:작아지기|1:이상한빛|1:스모그|1:저주|1:아픔나누기|1:섀도볼|1:도깨비불|1:추억의선물|1:봉인|1:놀래키기|1:오버히트|1:병상첨병|1:연옥
610,터검니,,Dragon,,46,87,60,30,40,57,64,Slow,75,1:할퀴기|1:째려보기|3:물기|6:칼등치기|9:승부굳히기|12:도발|15:베어가르기|18:드래곤크루|21:겁나는얼굴|24:깨물어부수기|27:용의춤|30:더블촙|33:기충전|36:용의파동|39:칼춤|42:역린|45:가위자르기|48:기가임팩트
611,액슨도,,Dragon,,66,117,70,40,50,67,144,Slow,60,1:할퀴기|1:째려보기|1:물기|1:칼등치기|1:더블촙|9:승부굳히기|12:도발|15:베어가르기|18:드래곤크루|21:겁나는얼굴|24:깨물어부수기|27:용의춤|30:와이드브레이커|33:기충전|36:용의파동|41:칼춤|46:역린|51:가위자르기|56:기가임팩트
612,액스라이즈,,Dragon,,76,147,90,60,70,97,270,Slow,45,1:할퀴기|1:째려보기|1:물기|1:칼등치기|1:더블촙|9:승부굳히기|12:도발|15:베어가르기|18:드래곤크루|21:겁나는얼굴|24:깨물어부수기|27:용의춤|30:와이드브레이커|33:기충전|36:용의파동|41:칼춤|46:역린|53:가위자르기|60:기가임팩트
613,코고미,,Ice,,55,70,40,60,40,40,61,MediumFast,120,1:울음소리|1:눈싸라기|3:버티기|6:마구할퀴기|9:얼다바람|12:친해지기|15:소금물|18:얼음숨결|21:베어가르기|24:바둥바둥|27:애교부리기|30:-|33:난동부리기|36:잠자기|39:눈보라|42:절대영도
614,툰베어,,Ice,,95,110,80,70,80,50,177,MediumFast,60,0:고드름떨구기|1:울음소리|1:마구할퀴기|1:눈싸라기|1:버티기|1:애교부리기|1:아쿠아제트|1:참기|9:얼다바람|12:친해지기|15:소금물|18:얼음숨결|21:베어가르기|24:바둥바둥|27:뽐내기|30:-|33:난동부리기|36:잠자기|41:눈보라|46:절대영도|51:엄청난힘
615,프리지오,,Ice,,70,50,30,95,135,105,180,MediumFast,25,1:조이기|1:얼음뭉치|4:이상한빛|8:고속스핀|12:얼다바람|16:흰안개|16:흑안개|20:원시의힘|24:오로라빔|28:베어가르기|32:깜짝베기|36:프리즈드라이|40:빛의장막|40:리플렉터|44:HP회복|48:냉동빔|52:녹기|56:솔라빔|60:절대영도
616,쪼마리,,Bug,,50,40,85,40,65,25,61,MediumFast,200,1:흡수|1:방어|4:용해액|8:저주|12:메가드레인|16:벌레의저항|20:하품|24:녹기|28:기가드레인|32:가드스웹|36:누르기|40:HP회복|44:벌레의야단법석|48:목숨걸기
617,어지리더,,Bug,,80,70,40,100,60,145,173,MediumFast,75,1:누르기|1:용해액|1:흡수|1:방어|1:전광석화|1:그림자분신|1:녹기|1:저주|1:하품|1:가드스웹|1:애시드봄|1:물수리검|12:메가드레인|16:벌레의저항|20:스피드스타|24:고속이동|28:기가드레인|32:파워스웹|36:유턴|40:HP회복|44:벌레의야단법석|48:목숨걸기|52:맹독
618,메더,,Ground,Electric,109,66,84,81,99,32,165,MediumFast,75,1:몸통박치기|1:물대포|1:전기쇼크|1:진흙뿌리기|1:흙놀이|5:버티기|10:머드숏|15:리벤지|20:충전|25:기습|30:일렉트릭필드|35:뛰어오르다|40:탁류|45:방전|50:바둥바둥|55:땅가르기
619,비조푸,,Fighting,,45,85,50,55,50,65,70,MediumSlow,180,1:막치기|1:판별|5:속이다|10:기사회생|15:마구할퀴기|20:퍼스트가드|25:발경|30:유턴|35:드레인펀치|40:손톱갈기|45:파동탄|51:뛰어오르다|55:명상|60:무릎차기
620,비조도,,Fighting,,65,125,60,95,60,105,179,MediumSlow,45,1:막치기|1:기사회생|1:판별|1:속이다|1:퍼스트가드|15:마구할퀴기|20:와이드가드|25:발경|30:유턴|35:드레인펀치|40:손톱갈기|45:파동탄|53:뛰어오르다|59:명상|66:무릎차기
621,크리만,,Dragon,,77,120,90,60,90,48,170,MediumFast,45,1:할퀴기|1:째려보기|5:물기|10:드래곤테일|15:메탈크로우|20:겁나는얼굴|25:베어가르기|30:드래곤크루|35:손톱갈기|40:깨물어부수기|45:아이언헤드|50:역린|55:엄청난힘
622,골비람,,Ground,Ghost,59,74,50,35,50,35,61,MediumFast,190,1:진흙뿌리기|1:놀래키기|4:웅크리기|8:막치기|12:섀도펀치|16:저주|20:나이트헤드|24:분함의발구르기|28:철벽|32:메가톤펀치|36:섀도볼|40:헤비봄버|44:고스트다이브|48:암해머|52:지진|56:폭발펀치
623,골루그,,Ground,Ghost,89,124,80,55,80,55,169,MediumFast,90,1:진흙뿌리기|1:힘껏펀치|1:막치기|1:웅크리기|1:놀래키기|1:10만마력|12:섀도펀치|16:저주|20:나이트헤드|24:분함의발구르기|28:철벽|32:메가톤펀치|36:섀도볼|40:헤비봄버|46:고스트다이브|52:암해머|58:지진|64:폭발펀치
624,자망칼,,Dark,Steel,45,85,70,40,40,60,68,MediumFast,120,1:할퀴기|1:째려보기|5:연속자르기|10:메탈크로우|15:트집|20:겁나는얼굴|25:승부굳히기|30:금속음|35:베어가르기|40:깜짝베기|45:철벽|50:원수갚기|55:아이언헤드|60:칼춤|65:가위자르기
625,절각참,,Dark,Steel,65,125,100,60,70,70,172,MediumFast,45,1:할퀴기|1:째려보기|1:연속자르기|1:메탈크로우|1:메탈버스트|15:트집|20:겁나는얼굴|25:승부굳히기|30:금속음|35:베어가르기|40:깜짝베기|45:철벽|50:원수갚기|57:아이언헤드|64:칼춤|71:가위자르기
626,버프론,,Normal,,95,110,95,40,95,55,172,MediumFast,45,1:몸통박치기|1:째려보기|1:따라가때리기|5:기충전|10:마구찌르기|15:리벤지|20:겁나는얼굴|25:뿔찌르기|30:기사회생|35:지옥찌르기|40:아프로브레이크|45:칼춤|50:메가폰|55:기가임팩트
627,수리둥보,,Normal,Flying,70,83,50,37,50,60,70,Slow,190,1:째려보기|1:쪼기|6:손톱갈기|12:날개치기|18:순풍|24:겁나는얼굴|30:제비반환|36:베어가르기|42:날려버리기|48:브레이크크루|55:에어슬래시|60:안개제거|66:난동부리기|72:브레이브버드
628,워글,,Normal,Flying,100,123,75,57,75,80,179,Slow,60,0:엄청난힘|1:브레이브버드|1:날개치기|1:째려보기|1:쪼기|1:불새|1:손톱갈기|18:순풍|24:겁나는얼굴|30:제비반환|36:베어가르기|42:날려버리기|48:브레이크크루|57:에어슬래시|64:안개제거|72:난동부리기
629,벌차이,,Dark,Flying,70,55,75,45,65,60,74,Slow,190,1:바람일으키기|1:째려보기|6:부추기기|12:쪼아대기|18:순풍|24:탁쳐서떨구기|30:철벽|36:날려버리기|42:에어슬래시|48:악의파동|54:나쁜음모|60:안개제거|66:헤롱헤롱|72:브레이브버드
630,버랜지나,,Dark,Flying,110,65,105,55,95,80,179,Slow,60,0:본러쉬|1:바람일으키기|1:째려보기|1:맹독|1:불새|1:부추기기|1:쪼아대기|18:순풍|24:탁쳐서떨구기|30:철벽|36:날려버리기|42:에어슬래시|48:악의파동|57:나쁜음모|64:안개제거|72:헤롱헤롱|80:브레이브버드
631,앤티골,,Fire,,85,97,66,105,66,65,169,MediumFast,90,1:몸통박치기|1:핥기|5:마구할퀴기|10:불태우기|15:벌레먹음|20:비축하기|20:토해내기|20:꿀꺽|25:베어가르기|30:조이기|35:불꽃채찍|40:손톱갈기|45:망각술|50:회오리불꽃|55:연옥|60:플레어드라이브
632,아이앤트,,Bug,Steel,58,109,112,48,48,109,169,MediumFast,90,1:모래뿌리기|1:연속자르기|4:찝기|8:메탈크로우|12:집단구타|16:벌레먹음|20:물기|24:고속이동|28:구멍파기|32:시저크로스|36:깨물어부수기|40:금속음|44:아이언헤드|48:동료만들기|52:철벽|56:가위자르기
633,모노두,,Dark,Dragon,52,65,50,45,50,38,60,Slow,45,1:몸통박치기|1:기충전|4:용의숨결|8:물기|12:울부짖기|16:승부굳히기|20:박치기|24:분발|28:힘껏치기|32:깨물어부수기|36:겁나는얼굴|40:용의파동|44:누르기|48:하이퍼보이스|52:드래곤다이브|56:나쁜음모|60:역린
634,디헤드,,Dark,Dragon,72,85,70,65,70,58,147,Slow,45,1:몸통박치기|1:물기|1:기충전|1:용의숨결|1:더블어택|12:울부짖기|16:승부굳히기|20:박치기|24:분발|28:힘껏치기|32:깨물어부수기|36:겁나는얼굴|40:용의파동|44:누르기|48:하이퍼보이스|54:드래곤다이브|60:나쁜음모|66:역린
635,삼삼드래,,Dark,Dragon,92,105,90,125,90,98,300,Slow,45,1:몸통박치기|1:물기|1:기충전|1:트라이어택|1:용의숨결|1:더블어택|12:울부짖기|16:승부굳히기|20:박치기|24:분발|28:힘껏치기|32:깨물어부수기|36:겁나는얼굴|40:용의파동|44:누르기|48:하이퍼보이스|54:드래곤다이브|60:나쁜음모|68:역린|76:파괴광선
636,활화르바,,Bug,Fire,55,85,55,50,55,60,72,Slow,45,1:불꽃세례|1:실뿜기|6:니트로차지|12:벌레의저항|18:화염자동차|24:벌레먹음|30:싫은소리|36:흡혈|42:벌레의야단법석|48:돌진|54:망각술|60:이판사판태클|66:플레어드라이브
637,불카모스,,Bug,Fire,85,60,65,135,105,100,275,Slow,15,0:나비춤|1:바람일으키기|1:날려버리기|1:돌진|1:이판사판태클|1:불꽃세례|1:실뿜기|1:회오리불꽃|1:플레어드라이브|1:니트로차지|1:벌레의저항|1:불꽃춤|18:화염자동차|24:벌레먹음|30:싫은소리|36:흡혈|42:벌레의야단법석|48:열풍|54:망각술|62:폭풍|70:불대문자|78:분노가루
638,코바르온,,Steel,Fighting,91,90,129,90,72,108,290,Slow,3,1:째려보기|1:전광석화|1:도우미|1:분발|7:메탈크로우|14:퍼스트가드|21:두번치기|28:원수갚기|35:메탈버스트|42:돌진|49:성스러운칼|56:칼춤|63:아이언헤드|70:인파이트
639,테라키온,,Rock,Fighting,91,129,90,72,90,108,290,Slow,3,1:째려보기|1:전광석화|1:도우미|1:분발|7:떨어뜨리기|14:퍼스트가드|21:두번치기|28:원수갚기|35:스톤샤워|42:돌진|49:성스러운칼|56:칼춤|63:스톤에지|70:인파이트
640,비리디온,,Grass,Fighting,91,90,72,90,129,108,290,Slow,3,1:돌진|1:째려보기|1:전광석화|1:도우미|1:분발|7:메지컬리프|14:퍼스트가드|21:두번치기|28:원수갚기|35:기가드레인|42:돌진|49:성스러운칼|56:칼춤|63:리프블레이드|70:인파이트
641,토네로스,,Flying,,79,115,70,125,80,111,290,Slow,3,1:바람일으키기|1:놀래키기|5:째려보기|10:뽐내기|15:물기|20:에어컷터|25:고속이동|30:순풍|35:에어슬래시|40:깨물어부수기|45:신통력|50:소란피기|55:암해머|60:비바라기|65:폭풍|70:난동부리기|77:찬바람폭풍
642,볼트로스,,Electric,Flying,79,115,70,125,80,111,290,Slow,3,1:전기쇼크|1:놀래키기|5:째려보기|10:뽐내기|15:물기|20:전격파|25:고속이동|30:충전|31:회복봉인|35:볼트체인지|40:깨물어부수기|45:방전|50:소란피기|55:암해머|60:비바라기|65:번개|70:난동부리기|75:번개폭풍
643,레시라무,,Dragon,Fire,100,120,100,150,120,90,340,Slow,3,1:용의숨결|1:원시의힘|1:불꽃엄니|1:부르짖기|8:베어가르기|16:깨물어부수기|24:신통력|32:용의파동|40:화염방사|48:크로스플레임|56:하이퍼보이스|64:불대문자|72:봉인|80:역린|88:푸른불꽃
644,제크로무,,Dragon,Electric,100,150,120,120,100,90,340,Slow,3,1:용의숨결|1:원시의힘|1:번개엄니|1:부르짖기|8:베어가르기|16:깨물어부수기|24:사념의박치기|32:드래곤크루|40:10만볼트|48:크로스썬더|56:하이퍼보이스|64:번개|72:봉인|80:역린|88:뇌격
645,랜드로스,,Ground,Flying,89,125,90,115,80,101,300,Slow,3,1:모래지옥|1:떨어뜨리기|5:째려보기|10:블록|15:땅고르기|20:암석봉인|30:봉인|35:스톤샤워|40:대지의힘|45:신통력|50:스톤에지|55:암해머|60:모래바람|65:지진|70:역린|75:땅가르기|80:열사의폭풍
646,큐레무,,Dragon,Ice,125,130,90,130,90,95,330,Slow,3,1:용의숨결|1:원시의힘|1:부르짖기|1:프리즈드라이|8:베어가르기|16:죽기살기|24:용의파동|32:냉동빔|40:하이퍼보이스|48:겁나는얼굴|56:눈보라|64:봉인|72:역린|80:얼다세계|88:절대영도
